pred,true,score
pznlnqlz,pmnlnqpi,5
czdckxdz,czqpxkmz,3
fnyhnwum,snlhnjsz,3
qlxitxgz,qykigxga,4
lzhcwhtb,yzucjuko,2
zdcgnzuq,mqcgamqq,3
bfkozfbc,ojkbmsbx,2
ffpkkmhz,fwpxkzme,3
fkaibcqb,fknibodb,5
eeduclge,eeqhplgi,4
wdukumvr,wdhcuzwr,4
pjoxgfvm,peoktsjz,2
argaeusa,argnvvsr,4
wykrkwrp,jlkekwnl,3
sflduuhr,ffyquiue,2
kwmszvgb,kwmfmvxo,4
ygcdugaa,lgpdugaa,6
wtxraqte,jtkedqkj,2
wkzarjlx,wkznrwpx,5
alkgvpaq,aykticad,3
zsjtqubq,zswtduod,4
mwtkrmvm,mjtkrnjz,4
zukkcvlp,zukxdvpq,4
quwoevwy,qhwbivwy,5
leoxzppq,yebxzpcq,5
wwyziylq,wwymvylq,6
frdysxdq,srdyfkzd,3
poygvxgc,cbytisgk,2
zdhmcqzz,mdumcqzm,5
vyxtzoun,vyktdogn,5
ydgjyvuc,lqgwyifk,2
nxsrnmgr,nxsraete,4
zcultlgz,zcultlkz,7
mnekzqvc,znrkzmwp,3
cclfntqq,pplsngqd,3
qfglzsgr,dftymfkw,1
bkhiwwll,bxhiwwpt,5
wkpjpdaz,wkcjpdnr,5
gcxkjqum,tckkjquq,5
quhdsclb,dhudsklo,3
wnkhvzwn,jnkuimjn,3
chvoozhw,puvbbmhw,3
ciftdvhr,pvftqiqr,3
kygpplay,kltpplny,5
isttgblb,istttoys,4
vykpkrdq,ilkptjqd,2
bioggipo,oioggvbf,4
qtimiqub,qtvziqhf,4
gcldclbd,gplqllbt,4
kcgfzvxq,kcgfmiby,4
zjyacbxa,zrlnyoba,2
qkyfubgz,dkyfuogm,5
anlkjcen,amtcwcnn,3
sjmjhvrq,srrrhiad,2
kiyrjyla,xiyewlyn,2
cshefsoa,pjuessoe,3
kuoshmly,xhbshzly,4
rcerueao,rcreurns,3
bpxrlhgz,bpxeyufz,4
fakpciaa,fakpcinf,6
oaxkuvgz,ozkkuixm,3
ztwmzetq,mtjzdrfq,2
anccccxc,naccccop,4
zjaefpxg,mraekcot,2
kniteliv,kaitryjv,4
gxeantwo,gkeaatwo,6
iwjiccqp,ijwicpzc,3
ahzivkpp,ahmiixpc,4
pdqibgqj,pdqibtmj,6
wtmbjvgb,wgmbjixb,5
eaecfive,eaecsiie,6
gpsxzhgl,tpskzukt,3
wtiazdrq,jgvamqad,1
nnzdogcq,aazdotpy,3
kxxhrpuc,xxxhecux,4
jvjteeay,jvjgvral,4
pawitdmb,pajitqao,4
vgjsjsab,vgwsjsnb,6
dgdjhzdz,qgqjhmqm,3
ytelfqie,ytelfqrw,6
mzjmvbql,zzjmibdt,4
wiklzcla,wixlmblm,4
udkgjcvc,hdkgjpet,4
tjhmrzum,trhzregm,4
rkhhjnux,ekhuwnvx,4
kinkapoo,kinxzcbf,3
yccmjydc,ypcmjydp,6
anfbshel,nnfbkuat,3
nooikjdr,aoovkwmr,4
gfgckkhc,gjgcxkuc,5
fwmkbnta,fizxbnta,5
avfepxwp,aiszcxjc,2
vzdacgid,imdnctvg,2
gdmtndie,tdzgndvw,3
yypedgdr,ylpedgqw,5
utibbaez,htibbnrd,4
zaxjbahc,mzxwbnqc,3
bsavwmrb,osaijeno,2
ugijecez,ugvweprz,4
vrajhmiv,irawurvi,2
pyzkbbxa,pymxoooa,3
asdjvdiz,afdjidjv,4
watzacqr,jztmapzr,3
keotpdll,kebgldcx,3
skoivshp,fkbivsvp,5
akkudzqh,nykhqzzh,3
cvemeqxq,cvrzedbh,3
asadtyup,awaqtlup,5
zagvudwa,zmgihdws,4
ptaxabjl,cgnxrowg,1
mswqnivv,zfjqnvwv,3
vdxweqvd,vdxjrdeg,3
kusmoxhr,khszoxue,4
bxxfzywa,oxxfmljn,3
unzcnhyc,unzcnuyy,6
rvyacbgq,riyacbfy,5
unfgznmu,haflzaat,2
auetrnjq,nuetrawv,4
ithaedca,itunedbn,4
ccqlcvll,pcdyyipu,1
zbhaoslq,mohaospd,4
ydtgtphe,lqtttcvw,2
wckcdsno,jpkpdsnb,4
bhzrkela,ohzrteyr,4
zxiigswr,mxvigfwr,5
dsszacib,qffzaxvb,3
kfafzoll,xjafdbci,2
yxayfghu,ycaystgu,4
hrycqwwp,hrypdwwc,5
qnhmcrgc,dahzcjxl,2
rcmescdb,rpmrscdo,5
krpgmgao,xeptmtas,3
snaasbxr,fnaasoow,4
khdjncam,khdjnonm,6
aseufxld,nfeujxcv,3
gvcakmua,gvpnkzhn,3
bjwvvzah,oewvizah,5
zacrcuur,zapeyhuj,3
acqcxecb,acdpxebb,5
zidppxmz,mvqccxnm,1
khvazhtl,kuvaqusk,3
rugoamlo,rutoazpo,5
arwaavvd,newaniik,2
sceoesbr,scrbrfoe,2
iizickfa,iizvlkfr,5
zyalrtln,mlalegln,4
bicgccop,oipgcpbp,4
gemedlea,gemedlen,7
vwxdkwvr,iekdxwee,2
poxyfcin,pbklsbin,3
lfwhmetm,ljjuzekr,2
ontmhjdn,bngmhwqn,4
qjklcqge,drkycdsw,2
iqhuvhkz,iqhuvubm,5
gddhxbub,gddhxoho,5
dnhvwohh,dauviohh,5
wksibatd,wcsibakd,6
yucmoxil,yhczofvx,3
gxrpshea,txepsien,4
mnalpmmr,mnalpanw,5
lbrmrxeq,lorzrxed,5
vdbbnjca,vdobajba,5
hkdrnmhy,uxdeaeql,1
pietbgqe,cirtbtqe,5
zkssaylr,mkfsellj,3
kxxdhxtd,kkxqhfxg,3
ybwmxwle,ybjzgwcu,3
kdegzvgx,xdetdvxx,4
ziklzvcz,ziklzioz,6
ekgrhbtq,rxgrubkl,3
kyytrylr,kllgrylj,4
mxiprlqr,zxicrlze,4
iuegsvup,vhrgsvvp,4
hsxggklz,ufxggxgz,4
pyakhpuu,pynxhchi,3
wdsappar,jdfappar,6
zqvxsnhb,zqvksahs,5
grziwfxc,trziwsbh,4
rfyycqtq,rsylpqkd,3
moybwaml,zbybjnmu,3
bhzichyz,oumiqhlz,3
rfpbcmuz,rfcbpzsm,3
ncdhpbqh,apqhyodv,1
ksjifhkh,kwjvjupt,2
ugomplrz,htbzplrr,3
ptyapecr,cgyapeor,5
bfftpaad,bjfgcnai,3
addjvwer,ndqwvjnw,2
vxadjsab,vkaqjsnf,4
byskbnlh,oyskbali,5
qiegcgfr,qvrtcgfr,5
ysnhsbpb,lsaufbco,2
kaotdlii,kaotdyjv,5
aheajhrm,ahenvvne,3
axhdfvgr,axuqsikj,2
rugflsgv,ehgslsxv,4
yumoqgef,yhzbqkrf,3
afkarqmx,nfxaedzx,3
ofwasxzr,ofjasfnw,4
mpjerdab,zcwerdnb,4
lgixjkhb,ytikvxqo,1
grfehslc,gefmhscl,4
ymacwmhh,lmacwmhu,6
vkuefbhh,iyumfohu,3
fjckkpsp,sjckkpfq,5
rbljrzdz,rblwreqd,4
rlfjcivl,eyficieg,3
upouytdu,ucohlgqi,2
rdsmxdhe,rdszkquj,3
zieszjgv,ziefzjxi,5
irgfwghz,vetswglm,2
gvpaazlq,gvpanmyu,4
inqlnmhe,indlamiw,4
erjwruez,eewwehme,2
koyocyud,kolbpyhx,3
mulmkvhd,muymxvul,4
zyvdabdj,mlvqrbzj,3
vbbshngc,voosungt,4
bfftkidr,owfgtimj,2
kbxbxfip,koxbtsvl,3
jejkuxtl,wejxhkft,2
yfdgfgiq,ywqgsgiq,5
bkabkdab,bkabkzas,6
fszmitvq,fjmzitvq,5
gsgkziib,tjgxmvef,1
ndaluyur,adnluyhr,5
rswvcamx,ejwvpaax,4
fycggldz,flctglqz,5
pwihufgr,pwihhskr,5
vzzucqub,vzzhyzlo,3
rvcgchdw,rvpgchzj,5
asxkwwlb,nsxkjwlb,6
zzftbxun,zzfgokhn,4
hyzkdxgr,ulzkqxkj,3
cyrrrsum,clerrsgz,4
wkvovavl,wkvoiajl,6
kfoonhka,xsooaukn,3
jueduzhm,jurdurdz,4
guyvzblp,gulizocd,3
psskcqgd,cwfkcqgg,4
qshvhcgy,qwhvhcxl,5
fcgaxmgz,fqgakmxm,4
qrsminhh,drsmvauh,4
cuzpiyls,cuzcvlls,5
ggcjfwpa,gtpwswcf,2
eaxkfdhd,emxxsqhi,3
moouwvvz,zobhwvem,3
cbcdjkyc,popqwkyx,2
izfyjkvq,vmfywkrq,4
yxgppjqz,yxgppwqz,7
kikprglr,kixcrtyr,4
yecjlnge,yepwynxr,3
gbldqtrp,tbyddtrp,5
hzzqsxtq,hmmqfxfd,3
knifazgd,knvfaztv,5
mixfcuie,mikfdurr,4
sgoxjxte,fhbpjkfv,1
zntjoxun,matjpxhn,4
yomgkgia,yomtxtvn,3
kotdznvr,xbgdznjj,3
oqwrvhka,odjevhsa,4
fzaylwvd,fmalljvy,4
qzsmfxgu,qmfzskkt,1
qghkzydy,dgukmydk,4
tmlaewhm,tzlarwvm,5
kbpakdjl,xbpagqjl,5
ygboebpb,lgbovbco,4
fyhwkiih,fyhrtviv,4
hfihpbqp,hjvucbzp,3
eosvhmtc,eofvumfk,4
qvlpfwpf,qilpfjbf,5
uzeeslyz,hmrzfgpm,0
jakgpjwm,wzxgyjfm,3
fffporul,fwscorhy,3
uwgjzdwn,ujtjzdwn,6
dopszcyz,dbpfzklz,4
sszhufus,ssmuhsuf,3
gbbtwxya,tootwkpr,2
gzdiwfuq,tmdvjsfe,1
crlrryrq,peyerlrd,2
wbyiclbl,wbyicgbg,6
zylbbxer,zlyobfer,4
bsejkalc,owerkayx,3
klqajvsb,kldajvff,5
gghvfzql,tghifeqg,4
pbdvkazp,cbqvxnny,2
qtbhrege,qgourrfw,2
zslhvfvm,mfyuifvq,2
xzqocygd,xzqopygv,6
bbgkkggc,ootxgfgl,1
fzykfvpl,fmlkficg,3
suaeyvgp,sharyvgk,5
ycmgjwux,lczgjwhx,5
vpedtpgb,icedtctf,3
zywlpfhd,mqjllfuu,2
pleahbbp,pyrnhobk,3
byhkftzq,oyhkstmq,5
gofhysvq,goshlswy,4
qdywcxgx,dqlwcsxk,2
zyalzfqh,zyayzsmu,4
qvloamle,diybnmkv,1
ykejgqtc,lxejgmfc,4
gngoccgc,tngoycgy,5
viodoyyk,ivodbylk,4
qswnfcql,dswawcqt,4
ggsjhzlq,gtfjuzpd,3
mfgbmbwl,mftozowg,3
asoozhvr,asboqhvj,5
lxoenheu,lkornhat,4
bvuoavva,ovuonvia,5
gchrwhqz,tchejhqm,4
bsbgzagc,bfbgmagg,5
fwizhyqp,sivzhyzp,4
lamcfiff,lazpxisf,4
gefwkgjm,trswxtjm,3
pfcbxkca,pjcbxkbn,5
ahmaqlra,nhmndknn,2
ucmchwug,upmcuwut,5
mxookhvp,ztobkuip,3
rtjhnzdb,etjhaamo,3
avqomvoe,nvqbmvor,5
vuzdwcgu,vuzqicgv,5
hidkhrrz,uvqkuwnm,1
udhnexya,uduaexcn,4
tksiqsgp,tkfidfxp,4
fdoithea,fqbvgvea,3
wuchnhdd,jhphnudl,3
cpklzica,ccklmiba,5
pkishsdq,ckvfuszq,3
rucggodq,ehptgodd,3
gcdozeve,tcdbzrwj,3
ykihfcgq,ykihjogu,5
dkfohzde,qksohmdw,4
uzzjewgq,uzzjrjkh,4
ajwoeprq,ajwovcau,4
ulwobcgc,hywooctc,4
mxaqmlvi,mkndmlwv,3
kdjcuoma,kqjcubzn,4
yfhdgidr,yfudgizj,5
ufplilum,uwpyvyhe,2
azaovwdp,aznoijqp,4
hvheamgd,uiueamgk,4
rzkmzzdq,ezkzmedd,3
uoyidulb,uolvqhcb,3
kppvhpel,kcpiupeg,4
pbioravq,pbioenvd,5
rtaegqga,rgargdks,3
lozhvmhn,lbzhvedn,5
ifmlaawr,vwmlanfj,3
gsagedlc,gsnlvqpt,2
giyfgclx,tilfgplt,4
bgeokyla,ouroxyla,4
qnhwauta,dnuwagxn,3
evohkyvy,evbuxyrl,3
ynxtzdzz,lnktmdzm,4
ngsujphn,nusuwyin,4
gfdabsaq,tfqaosnd,3
anxgljhd,anxtyjlh,4
bbqpbbid,obqpboeh,4
bpqircum,opdirxhr,3
cvfdbmlt,cifdbelt,6
wgsdukua,jtfdukgn,3
gswjcjud,gwwjcwux,5
yoxdrxde,loxqekqj,2
ylcybjgc,llplbjxl,3
wkswgvvp,jxfjgvwt,2
fszjzbwo,sfmwmbwf,2
btmlhqme,bgmlhqni,5
cdtinbhn,pdtvnowa,3
qfcmvfvi,dwczvfri,4
gcmgemyl,tcztrzlk,1
zsiulwwm,mfvulwjr,3
eljckyrp,ryjcxgac,2
aoivchpa,noivcvca,5
qccekygc,dcprkgfx,2
mswoxegr,mjjotrgw,3
fdllrhaa,sdyyeian,2
nzvvabvl,amvvabjg,4
rsdmbvii,esqmbiev,3
dskicfif,djxvcfef,4
khymfmuz,xhlzsztm,1
ayvtvrqd,nyitiedv,2
vtkozbba,vtxoqooa,4
eaeinhek,earinhex,6
bvbvrrdc,oibirrdk,4
qfqdocsm,dwddocfr,3
wdclnclh,jdclncyi,5
rgolpbld,rtolcbpi,4
yciexkum,ycirxkua,6
vuetknqe,iuetxndj,4
qndszpjl,dadfmcwg,1
pgskkxxc,ptsxtfbh,2
ibzanhdl,vomaahdy,3
hwsswpdi,hjsfjkzv,2
didvkhdj,qvqvthdw,3
kjzrcclz,xwzrlcyr,3
giotbyta,giogkyxn,4
pxqfbwha,cxqfowvj,4
bgohbxub,otoubxus,4
glykiykc,gylkvyps,3
kfmfnbmp,xwmknbnt,3
dlfpvvea,dyfpiirn,3
rnhwldlr,rnhjldcw,5
cimkfvuw,pimxjiuj,3
qkskvcyy,qkfkvcyl,6
pgqifgip,pgqistvc,4
jszibnhm,wjzvbnhm,5
zvdfsadq,zidsfndd,3
zaccnqlq,zzcpaqyd,3
kxwmqvwp,xxjzdiwc,2
upimrhhd,hpizruiu,3
gavywsdc,gzvlwfqk,3
zexgkoud,mextxbhx,2
uupknead,uhpknraq,5
ktjtbwea,xgjtojrz,2
itmpzemh,itmpdrav,4
uwemztea,uwezmtra,5
qalukhka,dnyhkhkf,3
kysmbpdq,kyfmbpdq,7
mixjgdvm,zikjtdrm,4
gaomhexp,taozuekc,3
kgqfwhlz,ktqfwhyw,5
tfhczbco,tshpmooo,3
mnhorvgq,maubrvth,3
uscckjud,ujppxwhq,1
nohksxuo,noukxkuo,5
ksrhfmim,xsrhszig,4
vwoveaeu,vvoveanu,6
rtmqfzlf,etzqfmph,3
wvkdyuop,jvkdyubc,5
wuuyuato,jhuyhasf,3
rmtdzqeb,ezgdmdrb,2
rzwccngd,rmjpcntd,4
zazklacc,znmklabk,4
cdzppnce,cqzcyabr,2
nxvlpfqx,akvylsdg,1
ncccnohn,ncpcnoia,5
wwehrcgr,wweuexge,4
gabjyztc,gnowymkl,2
ddmoghdb,qdmoguzo,4
ajsoacgc,arsoncgk,5
sosdrmln,sbfdeeya,2
wijicyud,wvwvcpuq,3
iqxkdhgl,idkxdhfg,3
yzqmfqyz,ymqmfdyz,6
iigwfuxa,ivtjsubf,2
hjgucrsa,hrgqpjor,2
hsasfvge,usnffifj,2
bnhmkdua,onhmkduf,6
aopdilsz,abcdilsm,5
galbfmwl,taybsmjt,3
mupoeldi,zhcbvlzv,1
wckwollz,jpkwolyu,4
vsvkhspc,isvkhfbk,4
answugzr,aafwugzr,6
anevppub,anrvppwx,5
quhubgwr,dhhhogwr,4
rshjkqqp,rfuwxqmp,3
yuxenhgl,yukenugx,5
kogoegxc,kogorgop,5
ezjcncsd,ezjcapsl,5
vsimkoun,vsvmkoha,5
gefxxfiz,teskksiz,3
iiwpsmvp,vijpszvp,5
geckesdc,tepkesmz,4
kdgtvxie,kdttisvj,3
wcarhdiz,wpneudiz,4
brbvvzlx,orovvzct,4
crgtghda,cegtguda,6
bhahnxyp,ounhnkyy,3
wkgukvhz,wxgukvyz,6
ydactrly,lqnctwyy,3
yfuppeul,ywhpcrwh,2
msmgaghg,mwmgrtwt,3
xnidwxyi,kaiqvxli,3
ccmkvcqc,cpmxvpzk,3
yikfdjar,lvksqwnj,1
zwgeswcb,migmfjob,2
doimoqin,dovmbdvn,4
hvcoucup,hicbuchp,5
bogqhvup,ootdhiuq,3
hrdaazdc,hrqanzmp,4
ezocugvh,rzbcugwu,4
dgkbgvlb,qgxbtilb,4
qlbmjeeq,qlbmjejr,6
gtiwnxje,ggvwnswj,3
fuwrzwhp,shwemjip,2
rfgofbcx,efgowbct,5
fizvhzdz,fvzvuemz,4
ujjiuuga,hjwiuggs,4
eahuwtgc,rmhuwtxk,4
vsvazxhh,vfvndxvh,4
adxlfjta,ndklfwtn,4
yewmpblr,yewzlblr,6
waohfdgc,wmbusdgy,3
quwcghlq,duwcghlu,6
momgvgdb,momgigdb,7
zqzdmulb,zdzdmhyb,5
iootnvyr,vootavyw,5
nqeofgie,aqrosgvr,3
bvkzefxq,ovkzzfoh,4
skbvvvda,skbvvvzz,6
ybimppup,lbizlphp,4
egsrtftc,egsrgffy,5
yzptzcwz,ymptqcwz,6
bbwqkqmi,bowqgdni,4
uzigkydy,uzvgktql,4
kshjyytq,kfuwlljd,1
noftokyr,nostbkpe,4
mwmcdhwz,zjzpdhwm,3
inddbxja,iaddoxwn,4
hiwwfdcz,uiwwfdor,5
qjqpulue,qjdcuyjw,3
ygahkgqp,lgahkkmy,4
jnochpii,wnbchcrv,3
hizhgzhl,uvzutmlt,1
uxgkshtb,uxtkfhfb,5
bysnucho,olsnuplf,3
pseazeta,pwenmeka,4
fihmkpgc,svhzkcxt,2
gjypgsdi,gjlptfmv,3
nqjwnsjr,adjjnsje,4
fagcuwgr,szgchwsw,3
lkiqqoup,ylidqouk,4
zywacxhd,zyjapkgu,3
gzjqkclo,gmjdxccs,3
kdjtuyra,xqwtuyea,4
qtvflhvm,qgislvjm,3
hhwetoca,uujetoba,4
uritkxqa,ueitkkmn,4
qswmzbgl,qsjmzoxg,4
uzdtnjld,hmqgnjlv,3
cyzlkbqt,cymlgbqt,6
kdagudma,xdaghdmf,5
iiieahsb,vvienusb,4
vyfskuyb,ilsskucb,4
zriwqtla,zrvwdkcn,3
rugqtzbr,rhtqgzoe,3
muaxkpum,zunkxpwe,2
bxqovggc,bxdbifgt,3
bxacltud,bgapltud,6
awprwzvz,nvcejzsz,2
bpyvpmfx,oplvlmfk,4
yfatdphd,ywntdpqu,4
lklgqhud,lklgduuq,5
wcykzlbm,wplpdlbi,3
wthhuevo,wguhueeb,4
fcklnthr,fyxyaghw,2
uqafeygb,uqnsvysf,3
ysajyoga,ljnjyots,3
wcygukgb,jylghxtb,2
zamkbpdq,mamxbpzd,4
vyyjhesd,vyyjhrfu,5
cykpvyia,pdkciyrn,2
azxcfflr,amxpwfcr,4
ppaiuzur,pcnihrtr,3
yxxifvuc,lxxisvec,5
wkvbhzra,wkvohmaz,4
bryrdwel,bryrdwey,7
wjyycpkq,jjyyccxh,4
kxlidqjq,kkyvqzwd,1
ayjtcgyz,aljgptkm,2
ikhjchvk,vkhephik,4
whtmcbaa,jhtzponn,2
vsyklqgr,vfykymxj,3
btrkcicb,otrkcwob,5
agmkgwnh,ahmxhwav,3
ksiboxim,kjvookwz,2
fcknwcgz,scxawctz,4
boolorhn,boolbrun,6
khzrvqhl,khzridyu,4
avkjebxz,avkjrbbq,5
uzlccwvm,uzyccwwr,5
tgsnamhm,thsnmade,3
lgphjnux,ygphwnfg,4
scrkjcic,fcrkjpik,5
mflazavl,zslnmaeg,2
vnorwfgz,imoevsgr,2
urmjfdde,urmjfqzw,5
zsaqccua,msndpcgu,2
hilpbqua,uiypbdfr,3
ucjfaxun,hpjsnxun,4
zlquzugv,zyqumuti,4
dydxrsvv,qyqkrsri,3
kijttsea,kvjgtfea,5
zyadzzdz,myadmaqz,4
rsyiwwgo,efyiwjxs,3
gksuwvhw,glsuiiuv,3
hzzrcxqq,ummepxdu,1
zbiahytc,zbiahyxc,7
ypoxzqlv,lcokqdcv,2
swrqrfje,fjeqrfje,5
zpgvuhgh,mpgvhhxu,4
bnixenuc,bnixeast,5
xzacnrcr,xzapnwbr,5
zpudzdue,mphdmdvj,3
dryubxhn,drluofia,3
qvyvzqpq,qiyvmzpy,4
dglchhup,qglchhup,7
zxtdlcib,zxgdlcvb,6
ijktjzin,vrxtjzea,3
zrgefhul,megexuux,3
ukamrjsd,hknmrjsq,5
utwkunir,utjkunvw,5
angjexhd,aatwrkyh,1
vaajvnhq,iznwiaji,0
wnsbjqqt,wafowmmg,1
jrytvkre,jelgvxnj,2
rzosxrdc,rmofxeqx,3
qrfgvyay,qefgvyny,6
egmaoppq,rgmaocbk,4
aysoszgm,nlsofmkz,2
ppoijoud,cpoiwohq,4
hwwvhkcc,hwwiufbm,3
qfgcomtd,qjtcoekl,3
znidukya,mnvquxpa,3
ksjqnjqx,xfjdawmx,2
ugpdfqto,ugcqwdss,2
eubjdxql,ruojdxzg,4
ygpfkimd,lgpfkizd,6
knocngim,knocngvz,6
kxkpsvvr,xxxcfirw,1
kgkxhpel,ktxxucrt,2
zxrgcshp,mkrgcfuy,3
jkprbwvi,wxcrbwji,4
vpohhwvy,ipohhwvy,7
mdccgpiz,mdcctcrr,4
igdigddz,igditdzm,5
hegiauxc,uetiauoc,5
vgegjsql,igrgwfmg,2
bnrozive,bnebdwvj,3
kfkfhhzh,kjxfuumu,2
fucfchgp,shpscutc,1
dlkfptdp,dlxsykzp,3
bsqgfuhm,bfdgsuue,3
kjfrtqdq,kwsrtddd,4
bsokbrtq,bwbxbesd,2
sdajlwdi,sdnwywmv,3
yclolflr,ycyblfpj,4
fvoocqud,fiobpdhk,2
wfeykzip,wfeykmml,5
rkkefcgb,rkxespto,3
dkpwryeb,dxcjelef,2
vsapsfqi,vsacgfqv,5
ineljxgv,vnryjxgv,5
atalwata,agayjaxa,4
vdutxwyz,idutkjye,4
uywkubse,hlwkhosj,3
byfpnhht,olfcnuht,4
ungutcvy,uaghgpvy,4
uunkabuo,uuaknoib,3
dfgknmlv,qjgkarli,3
acgwsetc,ncgjfexy,3
egijvxdp,rtvjixqp,3
mrxbxefv,mekbxrfv,5
zotlicuo,moglipuf,4
bvqserpb,ovqfrrpo,4
dukppkdp,quxpyxdc,3
scwscvoz,scwspjoz,6
nbxazpvy,noxndpil,3
zrakmwdd,zenxzwqd,3
ctrmjqwm,ctrmjqwm,8
piojavhr,pvowaixj,3
bsirnulr,bjvrnvlr,5
fmlpoege,smlcbefw,3
iiwlpsvd,vijlcfiy,2
vfkuyxxd,ifkhykou,3
cxyrazlz,cpyearcz,4
zsiopghi,mfiopghv,5
hbsvebtc,hbsvibkl,5
bwolztvi,owoyqgei,3
qfllregz,qjlyrrgm,4
zxoppbwl,myoppowg,4
bsirfpwm,ofvefpjr,2
feiklhgz,feiklhxz,7
qanyyhix,danlyuwk,3
bsadchdb,bwaqlhmo,3
cshmbgbq,pwuzogbd,2
anekelrz,narketnm,2
dohszoyz,qbhfmslz,2
damdtyia,damdtgin,6
zcuetqdn,zcuetmqa,5
mtasnqbe,mtnkaqov,3
zsetnsgi,msrgnfgv,3
uxkbchia,hkkbches,4
ukhnhmvd,hxunhevd,4
phnfcugm,cunscuxr,3
dulfzpqr,dhlsdpqr,5
qbiisbro,qbvisons,4
ukagccgc,ukntcpgh,4
aggksada,nugkfazf,3
yxsicxhd,yxsicxih,6
dykwrbdb,qyxwebrb,4
llhehkaq,lyhehkaq,7
topbyajq,gbpbyaeq,5
acteupdr,acgehpzw,4
lddjchrq,yddjqieq,4
atcutqpa,agpugmoa,3
znxjzugr,mnxezitr,4
nufunhlz,nufuzhyw,5
piffnpep,pifsakel,4
efacfhhy,rwapfhhy,5
vblcqkrq,volcqkrq,7
urkcmyen,urxczlrn,4
mkvuvsvz,mkvhifih,3
ueplnugc,hrplnhgs,4
chekkzpc,phekkmck,4
nkiddpzr,nkvqdpzr,6
zmoorfsw,mmbbeffw,3
ugaazgql,uganztdh,4
mhckebuc,mupxrofl,1
gfciblan,twcvoynn,2
kmakkaac,kmaxxaak,5
bchullpb,bchhllbo,5
ynhnzolr,ynhndbpe,4
jiogclrz,wibtplnz,3
zvozvoya,ziomiola,4
wztcvbuo,wmtpibqf,3
dxqpbvvq,qxqcovvu,4
ecgvcpoc,rqtippoy,2
zowibnez,zojvbarm,3
odlmrhdj,oqymruzw,3
yxxvfqlp,yxxvfqyl,6
koydjydr,kbldjydw,5
ruydyqln,ehldydln,4
bkhvvwqd,bkuivjqg,4
euvfbjgz,ruiscwti,1
naodznda,nmoqdama,3
uhtaapip,uhtnmpic,5
tiedkbtp,gvrdxbxc,2
bdffpjrl,bdffcwny,4
prribqio,pervbhro,4
lafvzhha,lzfvzujn,4
ktsannej,kgfnnnrj,4
zohsocbb,mbukbpbb,2
rntzzdvz,emgmzqir,1
vdokcewa,vdokcrjn,5
rusucnum,eushpnum,5
azccdblc,nmpcqbpg,2
zaswafdq,mafjaxzq,3
uufuzula,hhshzupn,2
vgatzvhr,vtngmiuw,1
aqhjoubc,aqhekuok,4
yeavxeqh,yenvkrmh,4
usiuvgsa,usiuitfn,4
agmrvvex,ntzevvex,4
fsczmthg,fscmmkhg,6
dkbbbbhp,dlbbooip,4
avvoxvhy,aivokihl,4
hsxhvzgz,ufxuietm,1
zqoaktdq,mqbagtqq,4
vqijkwum,iqvwxjte,1
gmdmbqfl,gmqmodsg,3
jsagccgq,jjntyofu,1
izgshvsd,vzgshisd,6
oqjdzsbb,oqjqzsbo,6
advglvml,aqvglvmt,6
uzyjdqln,uzywqqcf,4
fgdakkdz,sgqaxkzm,3
zsqlugab,meqyutao,3
ensueugq,ensuiuxi,5
ppinvvug,pciniigg,4
vpwrajvh,vdjrajvu,5
gkkkwcta,gkkkjpxa,5
wkdtdwzp,jkdgqjny,2
pxnukuyr,cxahkhpr,3
czypqrlc,cmypdelp,4
nbywlkhk,abywyxhg,4
rrchwbqp,erchjbml,4
korkjwun,korkjwun,8
dslaohey,dflaourl,4
plxoqeud,plxodeud,7
uaeqtudc,hnrqgudx,3
avpallgv,nicnyysi,0
gjnirdra,tjnieqnf,3
wnancctb,wnnappxb,3
zcmuyhdc,zczhyuzp,3
bkzqkhlq,oxmqkipu,2
wxrlehwn,jxelvujn,3
acyakrlk,acynkepk,5
bawawuso,oajnwwsf,3
woickqzz,jbickmzz,5
bksklagb,bxfkyaxb,4
pjgeffui,cetzssuv,1
rvhsanua,evhsnntz,4
bpltleer,bcltyrrr,4
onxarfum,oaxnrsue,4
saehjqrc,saruwdrl,3
bieaozgq,birabmxh,3
evqocuka,riqoyubs,3
cywzaahh,cljznnzu,2
allsuudr,ayysuidr,5
pdppxvvz,cdppxjrw,4
ppygbmvc,cplgoeex,2
wldqexei,jlddrkei,4
goishmmb,tbishmmb,6
msmgsagb,mjztjnxs,1
ficuhqao,fvpuhdno,4
hbfwuyyz,hbfwhycr,5
ysvslnqe,ysifyndw,3
mteunqqh,mgeunqqt,6
zkkuvxvq,zkxuvkeu,4
gxnhzugl,gxnuzwsg,4
bratqigi,bentdifi,4
kgoxrjqu,kgbxrjqi,6
yssjysun,ywfjlfhn,3
wbhrpyqq,wohmpdzq,4
brqjball,brdioacg,3
vavqtgvc,vnvdggvk,4
boykppue,oolklcuj,3
gtsfaylz,tgffmypv,2
bfqqppud,ofddcpui,3
dprjdscn,dpewqfca,3
kujxtegb,kujkgetb,5
skjcccqo,fxwcccqo,5
aabjkagb,aaojxrtf,3
gjayiywc,gjayiywp,7
iskawmgx,vsknwzxx,4
wkdiwtaa,jxdijgna,3
nckdqvdq,acxdqiqd,3
wgszpzzx,wtsmpzmk,4
bpplebge,ocpleoxw,3
eehqocgk,eeudbpkk,3
zpzubsge,mczhbsxr,3
